dtype,M,N,K,selected_kernel,predicted_tflops,selection_time_ms,actual_time_ms,actual_tflops,status,error
fp16,19,163,1024,s_64x64_k64_mem,3.9893689119777695,12.190818786621094,0,0,RUN_FAIL,Kernel execution failed
fp16,19,223,512,s_64x64_k64_v4,8.477990668331229,6.591796875,0,0,RUN_FAIL,Kernel execution failed
fp16,19,271,512,s_64x64_k64_v4,8.477990668331229,6.493806838989258,0,0,RUN_FAIL,Kernel execution failed
fp16,19,331,256,s_64x64_k64_v4,8.380969795111962,6.810665130615234,0,0,RUN_FAIL,Kernel execution failed
fp16,23,23,256,s_64x64_k64_v4,4.738890390098052,15.040397644042969,0,0,RUN_FAIL,Kernel execution failed
fp16,23,61,128,m_128x128_k32_v4,2.752827288110342,6.679534912109375,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,23,97,128,m_128x128_k32_v4,3.5740649721359268,6.647348403930664,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,23,109,1024,s_64x64_k64_mem,4.232422666354405,2.559185028076172,0,0,RUN_FAIL,Kernel execution failed
fp16,23,139,1024,s_64x64_k64_mem,3.7177563543970997,6.603240966796875,0,0,RUN_FAIL,Kernel execution failed
fp16,23,193,512,s_64x64_k64_v4,7.159208318125782,6.625652313232422,0,0,RUN_FAIL,Kernel execution failed
fp16,23,251,512,s_64x64_k64_v4,8.90425276420995,6.554126739501953,0,0,RUN_FAIL,Kernel execution failed
fp16,23,307,256,s_64x64_k64_v4,8.342680799952026,11.660099029541016,0,0,RUN_FAIL,Kernel execution failed
fp16,27,3,256,m_128x128_k32_v4,2.1297163951055844,11.562108993530273,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,27,27,128,m_128x128_k32_v4,2.227415023666123,6.0634613037109375,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,27,63,128,m_128x128_k32_v4,2.3487397631674938,6.107807159423828,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,27,79,1024,s_64x64_k128_v3,4.94106483067588,6.105899810791016,0,0,RUN_FAIL,Kernel execution failed
fp16,27,111,1024,s_64x64_k128_v3,5.367326926554604,13.233184814453125,0,0,RUN_FAIL,Kernel execution failed
fp16,27,149,1024,s_64x64_k128_v3,4.852660614597298,7.231235504150391,0,0,RUN_FAIL,Kernel execution failed
fp16,27,197,512,s_64x64_k128_v3,6.299670268484143,11.167526245117188,0,0,RUN_FAIL,Kernel execution failed
fp16,27,257,512,s_64x64_k128_v3,6.351660908240631,6.741046905517578,0,0,RUN_FAIL,Kernel execution failed
fp16,27,311,256,s_64x64_k64_v4,7.292677767146328,12.184381484985352,0,0,RUN_FAIL,Kernel execution failed
fp16,31,15,256,m_128x128_k32_v4,4.7458270610773825,10.886669158935547,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,31,47,128,m_128x128_k32_v4,1.7528201094298475,6.361961364746094,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,31,83,128,m_128x128_k32_v4,2.2063599519695574,6.047725677490234,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,31,101,1024,s_64x64_k128_v3,5.415119370932302,6.105184555053711,0,0,RUN_FAIL,Kernel execution failed
fp16,31,127,1024,s_64x64_k128_v3,5.304159304571081,7.6904296875,0,0,RUN_FAIL,Kernel execution failed
fp16,31,179,512,s_64x64_k128_v3,5.3475812817984245,12.418031692504883,0,0,RUN_FAIL,Kernel execution failed
fp16,31,233,512,s_64x64_k128_v3,6.8204928185945235,9.71531867980957,0,0,RUN_FAIL,Kernel execution failed
fp16,31,283,256,m_128x128_k32_v4,4.90942201601439,6.655454635620117,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,33,7,256,m_128x128_k32_v4,2.7178897249467626,6.567716598510742,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,33,33,128,m_128x128_k32_v4,1.702177693727845,5.9833526611328125,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,33,71,128,m_128x128_k32_v4,1.8235024332292153,6.124734878540039,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,33,89,1024,s_64x64_k128_v3,4.988857275053578,6.169795989990234,0,0,RUN_FAIL,Kernel execution failed
fp16,33,117,1024,s_64x64_k128_v3,5.304159304571081,6.638526916503906,0,0,RUN_FAIL,Kernel execution failed
fp16,33,157,512,s_64x64_k128_v3,5.3475812817984245,6.648540496826172,0,0,RUN_FAIL,Kernel execution failed
fp16,33,211,512,s_64x64_k128_v3,6.190518773391782,6.624460220336914,0,0,RUN_FAIL,Kernel execution failed
fp16,33,269,512,s_64x64_k128_v3,6.3942307227158,11.85464859008789,0,0,RUN_FAIL,Kernel execution failed
fp16,33,317,256,s_64x64_k64_v4,5.075902907293148,6.794929504394531,0,0,RUN_FAIL,Kernel execution failed
fp16,37,19,256,m_128x128_k32_v4,4.786669797784086,6.679296493530273,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,37,59,128,m_128x128_k32_v4,1.7528201094298475,6.109476089477539,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,37,91,128,m_128x128_k32_v4,1.8805390382220042,4.230022430419922,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,37,107,1024,s_64x64_k128_v3,5.415119370932302,10.225534439086914,0,0,RUN_FAIL,Kernel execution failed
fp16,37,137,1024,s_64x64_k128_v3,4.900453058974995,6.608486175537109,0,0,RUN_FAIL,Kernel execution failed
fp16,37,191,512,s_64x64_k128_v3,5.236621215437204,6.567239761352539,0,0,RUN_FAIL,Kernel execution failed
fp16,37,241,512,s_64x64_k128_v3,6.618960278361598,6.70933723449707,0,0,RUN_FAIL,Kernel execution failed
fp16,37,299,256,s_64x64_k64_v4,5.34221775961875,6.655216217041016,0,0,RUN_FAIL,Kernel execution failed
fp16,41,11,256,m_128x128_k32_v4,2.016514280696035,6.697893142700195,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,41,41,128,m_128x128_k32_v4,2.025305334801124,6.646871566772461,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,41,77,128,m_128x128_k32_v4,2.095987658600491,6.146907806396484,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,41,97,1024,s_64x64_k128_v3,5.5754808363700175,6.065130233764648,0,0,RUN_FAIL,Kernel execution failed
fp16,41,121,1024,s_64x64_k128_v3,5.9473682243658414,6.969451904296875,0,0,RUN_FAIL,Kernel execution failed
fp16,41,167,512,s_64x64_k128_v3,7.184957016052771,9.077310562133789,0,0,RUN_FAIL,Kernel execution failed
fp16,41,227,512,s_64x64_k128_v3,13.052682076328958,12.672185897827148,0,0,RUN_FAIL,Kernel execution failed
fp16,41,277,256,m_128x128_k32_v4,5.221621482690416,8.330583572387695,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,41,337,256,s_64x64_k64_v4,9.435411690908698,9.549856185913086,0,0,RUN_FAIL,Kernel execution failed
fp16,43,13,256,m_128x128_k32_v4,2.016514280696035,9.273052215576172,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,43,43,128,m_128x128_k32_v4,2.025305334801124,9.001016616821289,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,43,79,128,m_128x128_k32_v4,2.1530242635932813,10.689735412597656,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,43,99,1024,s_64x64_k128_v3,5.5754808363700175,4.137516021728516,0,0,RUN_FAIL,Kernel execution failed
fp16,43,123,1024,s_64x64_k128_v3,6.774379757779391,9.419441223144531,0,0,RUN_FAIL,Kernel execution failed
fp16,43,173,512,s_64x64_k128_v3,11.611620358557326,6.57200813293457,0,0,RUN_FAIL,Kernel execution failed
fp16,43,229,512,s_64x64_k128_v3,13.052682076328958,6.602287292480469,0,0,RUN_FAIL,Kernel execution failed
fp16,43,281,256,s_64x64_k64_v4,8.81038244215644,7.009744644165039,0,0,RUN_FAIL,Kernel execution failed
fp16,47,5,256,m_128x128_k32_v4,0.9745842225899843,11.394023895263672,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,47,31,128,m_128x128_k32_v4,1.9231408386988058,10.476827621459961,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,47,67,128,m_128x128_k32_v4,1.716958456321932,6.598949432373047,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,47,83,1024,s_64x64_k64_v4,5.65426302229582,6.253957748413086,0,0,RUN_FAIL,Kernel execution failed
fp16,47,113,1024,s_64x64_k64_v4,10.718192383941266,6.487131118774414,0,0,RUN_FAIL,Kernel execution failed
fp16,47,151,512,s_64x64_k128_v3,11.626361487095418,9.441137313842773,0,0,RUN_FAIL,Kernel execution failed
fp16,47,199,512,s_64x64_k128_v3,12.973674611198016,6.659984588623047,0,0,RUN_FAIL,Kernel execution failed
fp16,47,263,256,s_64x64_k64_v4,8.390446177345073,6.618976593017578,0,0,RUN_FAIL,Kernel execution failed
fp16,47,313,256,s_64x64_k64_v4,9.190771194276657,6.508350372314453,0,0,RUN_FAIL,Kernel execution failed
fp16,51,17,128,m_128x128_k32_v4,-1.0511344322036518,7.055997848510742,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,51,51,128,m_128x128_k32_v4,0.06926285616503598,10.501861572265625,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,51,89,128,m_128x128_k32_v4,0.6232438808359122,6.169319152832031,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,51,103,1024,s_64x64_k64_v4,9.517549080633527,6.051063537597656,0,0,RUN_FAIL,Kernel execution failed
fp16,51,131,1024,s_64x64_k64_v4,8.847383551875142,8.078336715698242,0,0,RUN_FAIL,Kernel execution failed
fp16,51,181,512,s_64x64_k64_v4,10.432503722451198,9.631872177124023,0,0,RUN_FAIL,Kernel execution failed
fp16,51,239,512,s_64x64_k128_v3,12.314287955610745,6.717443466186523,0,0,RUN_FAIL,Kernel execution failed
fp16,51,293,256,s_64x64_k64_v4,8.049274852004785,6.716012954711914,0,0,RUN_FAIL,Kernel execution failed
fp16,59,9,256,r_64x128_k64_v3,-0.51717468802149,6.6661834716796875,0,0,RUN_FAIL,Kernel execution failed
fp16,59,37,128,s_64x64_k64_v4,0.4987436221888157,12.99285888671875,0,0,RUN_FAIL,Kernel execution failed
fp16,59,73,128,m_128x128_k32_v4,0.10706306562812513,11.502504348754883,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,59,91,1024,s_64x64_k64_v4,11.474616442103992,7.344722747802734,0,0,RUN_FAIL,Kernel execution failed
fp16,59,119,1024,s_64x64_k64_v4,11.729728025732815,7.593631744384766,0,0,RUN_FAIL,Kernel execution failed
fp16,59,163,512,s_64x64_k64_v4,12.283269171558757,9.956598281860352,0,0,RUN_FAIL,Kernel execution failed
fp16,59,223,512,s_64x64_k128_v3,14.155558979583988,10.742425918579102,0,0,RUN_FAIL,Kernel execution failed
fp16,59,271,256,s_64x64_k64_v4,9.458136772918634,6.795644760131836,0,0,RUN_FAIL,Kernel execution failed
fp16,59,331,256,s_64x64_k64_v4,10.90107867322028,11.511564254760742,0,0,RUN_FAIL,Kernel execution failed
fp16,61,23,128,r_64x128_k64_v3,-0.7882076355193077,6.592750549316406,0,0,RUN_FAIL,Kernel execution failed
fp16,61,61,128,s_64x64_k64_v4,0.9116651293503736,6.870746612548828,0,0,RUN_FAIL,Kernel execution failed
fp16,61,77,1024,s_64x64_k64_v4,10.876455517294625,14.79482650756836,0,0,RUN_FAIL,Kernel execution failed
fp16,61,109,1024,s_64x64_k64_v4,11.729728025732815,11.536121368408203,0,0,RUN_FAIL,Kernel execution failed
fp16,61,139,1024,s_64x64_k64_v4,10.973416203210228,11.4898681640625,0,0,RUN_FAIL,Kernel execution failed
fp16,61,193,512,s_64x64_k128_v3,13.28680707164577,11.364221572875977,0,0,RUN_FAIL,Kernel execution failed
fp16,61,251,512,s_64x64_k64_v4,14.041132044956955,11.446237564086914,0,0,RUN_FAIL,Kernel execution failed
fp16,61,307,256,s_64x64_k64_v4,9.137607130369007,12.809991836547852,0,0,RUN_FAIL,Kernel execution failed
fp16,63,3,256,s_64x64_k64_v4,1.6076535751413803,11.810541152954102,0,0,RUN_FAIL,Kernel execution failed
fp16,63,27,128,s_64x64_k64_v4,0.4195777761234574,12.74418830871582,0,0,RUN_FAIL,Kernel execution failed
fp16,63,63,128,s_64x64_k64_v4,0.9116651293503736,11.352777481079102,0,0,RUN_FAIL,Kernel execution failed
fp16,63,79,1024,s_64x64_k64_v4,11.302717613173341,11.483430862426758,0,0,RUN_FAIL,Kernel execution failed
fp16,63,111,1024,s_64x64_k64_v4,11.729728025732815,11.441469192504883,0,0,RUN_FAIL,Kernel execution failed
fp16,63,149,512,s_64x64_k64_v4,11.018618389186091,11.380195617675781,0,0,RUN_FAIL,Kernel execution failed
fp16,63,197,512,s_64x64_k128_v3,13.381367525877424,12.543201446533203,0,0,RUN_FAIL,Kernel execution failed
fp16,63,257,256,s_64x64_k64_v4,8.414842569800111,10.683774948120117,0,0,RUN_FAIL,Kernel execution failed
fp16,63,311,256,s_64x64_k64_v4,9.947082429476147,11.269330978393555,0,0,RUN_FAIL,Kernel execution failed
fp16,67,15,128,s_64x64_k64_mem,-2.294537372968598,11.748313903808594,0,0,RUN_FAIL,Kernel execution failed
fp16,67,47,128,m_128x128_k32_v4,-0.11301664787371903,11.561155319213867,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,67,67,1024,s_64x64_k128_v3,9.933017123451776,6.630420684814453,0,0,RUN_FAIL,Kernel execution failed
fp16,67,101,1024,s_64x64_k128_v3,9.81624417160261,7.087945938110352,0,0,RUN_FAIL,Kernel execution failed
fp16,67,127,512,s_64x64_k64_v4,9.15091375383167,6.819248199462891,0,0,RUN_FAIL,Kernel execution failed
fp16,67,179,512,s_64x64_k64_v4,10.422460950202874,2.8901100158691406,0,0,RUN_FAIL,Kernel execution failed
fp16,67,233,512,s_64x64_k64_v4,13.190566346544962,5.407810211181641,0,0,RUN_FAIL,Kernel execution failed
fp16,67,283,256,s_64x64_k64_v4,9.265845706579745,6.623983383178711,0,0,RUN_FAIL,Kernel execution failed
fp16,71,7,256,m_128x128_k32_v4,-1.5151141111013584,3.2558441162109375,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,71,33,128,m_128x128_k32_v4,0.3359318483772724,10.463714599609375,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,71,71,128,m_128x128_k32_v4,0.058416854062965776,7.735252380371094,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,71,89,1024,s_64x64_k128_v3,9.674977376842419,6.162405014038086,0,0,RUN_FAIL,Kernel execution failed
fp16,71,117,1024,s_64x64_k128_v3,9.860342278836605,6.635189056396484,0,0,RUN_FAIL,Kernel execution failed
fp16,71,157,512,s_64x64_k64_v4,9.798346701085629,13.108253479003906,0,0,RUN_FAIL,Kernel execution failed
fp16,71,211,512,s_64x64_k64_v4,12.954739097553114,10.329723358154297,0,0,RUN_FAIL,Kernel execution failed
fp16,71,269,256,s_64x64_k64_v4,9.030018457587895,11.626720428466797,0,0,RUN_FAIL,Kernel execution failed
fp16,71,317,256,s_64x64_k64_v4,9.101269248812464,7.341146469116211,0,0,RUN_FAIL,Kernel execution failed
fp16,73,19,128,m_128x128_k32_v4,-2.1117145059212445,11.542320251464844,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,73,59,128,m_128x128_k32_v4,0.058416854062965776,6.046772003173828,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,73,73,1024,s_64x64_k128_v3,9.580416922610762,5.9909820556640625,0,0,RUN_FAIL,Kernel execution failed
fp16,73,107,1024,s_64x64_k128_v3,9.674977376842419,9.654521942138672,0,0,RUN_FAIL,Kernel execution failed
fp16,73,137,512,s_64x64_k64_v4,9.83370393640852,9.799480438232422,0,0,RUN_FAIL,Kernel execution failed
