dtype,M,N,K,selected_kernel,predicted_tflops,selection_time_ms,actual_time_ms,actual_tflops,status,error
fp16,307,97,512,s_64x64_k128_v3,10.963685569249611,12.615442276000977,0,0,RUN_FAIL,Kernel execution failed
fp16,311,63,512,s_64x64_k128_v3,7.520324185459433,11.589765548706055,0,0,RUN_FAIL,Kernel execution failed
fp16,313,47,512,s_64x64_k128_v3,7.520106448518981,11.826753616333008,0,0,RUN_FAIL,Kernel execution failed
fp16,317,33,512,s_64x64_k128_v3,9.769976678445152,22.683143615722656,0,0,RUN_FAIL,Kernel execution failed
fp16,331,19,1024,r_128x64_k64_v3,8.65436970780861,13.141632080078125,0,0,RUN_FAIL,Kernel execution failed
fp16,337,11,1024,r_128x64_k64_v3,8.623679540057083,13.016223907470703,0,0,RUN_FAIL,Kernel execution failed
fp16,337,337,1024,s_64x64_k128_v3,54.8138438679579,12.529373168945312,0,0,RUN_FAIL,Kernel execution failed
fp16,11,128,11,s_64x64_k32_v4,7.383069118658227,12.731313705444336,0,0,RUN_FAIL,Kernel execution failed
fp16,19,512,19,s_64x64_k32_v4,9.18043691532467,11.60287857055664,0,0,RUN_FAIL,Kernel execution failed
fp16,33,2048,33,s_64x64_k128_mem,11.623977542385644,12.516260147094727,0,0,RUN_FAIL,Kernel execution failed
fp16,64,51,51,s_64x64_k32_v4,8.691500195039103,12.762784957885742,0,0,RUN_FAIL,Kernel execution failed
fp16,256,67,67,s_64x64_k128_v3,9.139713109784834,12.647628784179688,0,0,RUN_FAIL,Kernel execution failed
fp16,1024,79,79,s_64x64_k128_v3,9.067221178386799,15.785694122314453,0,0,RUN_FAIL,Kernel execution failed
fp16,99,64,99,r_128x64_k64_v3,8.490819995322443,11.687278747558594,0,0,RUN_FAIL,Kernel execution failed
fp16,109,256,109,r_128x64_k64_v3,8.532786850456016,10.822534561157227,0,0,RUN_FAIL,Kernel execution failed
fp16,119,1024,119,s_64x64_k128_v3,17.85725946767657,13.331413269042969,0,0,UNSUPPORTED,Problem size not supported by kernel
fp16,2048,131,131,s_64x64_k32_v4,16.258291071348083,11.183738708496094,0,0,RUN_FAIL,Kernel execution failed
fp16,157,128,157,s_64x64_k32_v4,6.675957758961802,10.93292236328125,0,0,RUN_FAIL,Kernel execution failed
fp16,512,179,179,s_64x64_k32_v4,15.415672889934509,94.81549263000488,0,0,RUN_FAIL,Kernel execution failed
fp16,197,2048,197,s_64x64_k128_v3,47.11398110628948,11.29007339477539,0,0,RUN_FAIL,Kernel execution failed
fp16,64,229,229,s_64x64_k128_v3,8.360510556809789,13.46731185913086,0,0,RUN_FAIL,Kernel execution failed
fp16,256,251,251,s_64x64_k128_v3,15.350342718484045,7.997989654541016,0,0,RUN_FAIL,Kernel execution failed
fp16,1024,271,271,s_64x64_k32_v4,17.242467544778982,10.835647583007812,0,0,RUN_FAIL,Kernel execution failed
fp16,299,64,299,s_64x64_k64_v4,6.89716535741596,15.683174133300781,0,0,RUN_FAIL,Kernel execution failed
fp16,317,256,317,s_64x64_k128_v3,15.397374738835225,13.027191162109375,0,0,RUN_FAIL,Kernel execution failed
fp16,128,349,349,s_64x64_k128_v3,15.755254142152022,16.91722869873047,0,0,RUN_FAIL,Kernel execution failed
fp16,512,367,367,s_64x64_k64_v4,73.241668027139,12.732744216918945,0,0,RUN_FAIL,Kernel execution failed
fp16,2048,383,383,s_64x64_k128_v3,135.71910229010672,9.985208511352539,0,0,RUN_FAIL,Kernel execution failed
fp16,409,409,256,s_64x64_k64_v4,15.74027101451817,13.263940811157227,0,0,RUN_FAIL,Kernel execution failed
fp16,431,431,1024,s_64x64_k128_mem,76.12587196780731,16.173839569091797,0,0,RUN_FAIL,Kernel execution failed
fp16,449,449,64,r_128x64_k64_v3,10.424589760615888,12.638092041015625,0,0,RUN_FAIL,Kernel execution failed
fp16,501,1002,501,s_64x64_k128_v3,116.3420140460559,15.75779914855957,0,0,RUN_FAIL,Kernel execution failed
fp16,7158,3579,3579,m_128x128_k64_v3,1115.4186871357408,16.192913055419922,0,0,RUN_FAIL,Kernel execution failed
fp16,1,5120,5120,s_64x64_k128_v3,2.3805812198263196,15.086650848388672,0.05741649866104126,0.9131312640555431,SUCCESS,
fp16,16,11008,11008,s_64x64_k128_mem,14.202492004612154,16.02911949157715,0.12324509769678116,31.462785299096517,SUCCESS,
fp16,128,512,64,s_64x64_k128_v3,13.717311680138915,12.832880020141602,0.0038920000661164522,2.155346314875681,SUCCESS,
fp16,256,1536,96,s_64x64_k128_mem,61.62812322906663,12.448310852050781,0.003920000046491623,19.25955895525302,SUCCESS,
fp16,1024,64,512,s_64x64_k64_v4,9.09033856107257,12.874841690063477,0.007699999958276749,8.715436930342385,SUCCESS,
fp16,2048,96,1536,s_64x64_k128_v3,17.65523165689436,12.317895889282227,0.017312100157141685,34.88772422280857,SUCCESS,
fp16,8192,64,512,s_64x64_k128_v3,13.191701511518922,97.37038612365723,0.007615999784320593,70.49250619797556,SUCCESS,
fp16,128,256,128,s_64x64_k128_v3,9.269450194447877,16.51620864868164,0.0044200001284480095,1.8978750579687163,SUCCESS,
fp16,2048,512,128,s_64x64_k128_v3,28.400116116318994,11.586427688598633,0.004484000150114298,59.865175515919084,SUCCESS,
fp16,1,128,32,r_64x128_k32_v3,4.456324646926245,12.56418228149414,0.003551999805495143,0.0023063064325979177,SUCCESS,
fp16,4,2,32,r_128x64_k64_v3,4.591839274882766,12.22538948059082,0,0,RUN_FAIL,Kernel execution failed
fp16,8,16,32,s_64x64_k32_v4,6.872745943183542,13.256311416625977,0.0032399999909102917,0.0025283950688217206,SUCCESS,
fp16,16,128,32,s_64x64_k32_v4,7.662732290367928,11.028051376342773,0.0032919999212026596,0.039815310795060926,SUCCESS,
fp8,64,64,64,r_64x128_k64_v3,6.709530516463062,12.778520584106445,0.003756000194698572,0.13958678722647813,SUCCESS,
fp8,101,101,101,s_64x64_k128_v3,8.676840000851453,12.600183486938477,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,409,409,409,s_64x64_k128_mem,76.04402766300183,12.61758804321289,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,3,3,256,s_64x64_k128_v3,1.3432490637882275,13.83829116821289,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,3,311,256,s_64x64_k64_v4,1.5072453042273015,10.620594024658203,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,5,283,512,s_64x64_k64_v4,1.7582595535264396,14.072418212890625,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,7,269,512,s_64x64_k64_v4,2.0003463256507454,12.974977493286133,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,9,241,512,s_64x64_k64_v4,2.0703662344446916,13.584136962890625,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,11,227,512,s_64x64_k64_v4,2.193650349824399,16.091108322143555,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,13,173,512,s_64x64_k64_v4,2.1851545014280176,14.888763427734375,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,15,151,1024,s_64x64_k64_v4,2.357224296162903,10.926485061645508,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,17,131,1024,s_64x64_k64_v4,2.305323356890379,13.76795768737793,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,19,119,1024,s_64x64_k64_v4,5.731428386947226,14.287233352661133,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,23,109,1024,s_64x64_k64_v4,5.7653003493193955,14.552831649780273,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,27,79,1024,s_64x64_k64_v4,5.698328060689411,8.933782577514648,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,31,83,128,r_64x128_k64_v3,5.795333287421376,10.678529739379883,0,0,RUN_FAIL,Kernel execution failed
fp8,33,71,128,r_64x128_k64_v3,5.624286320881166,15.678882598876953,0,0,RUN_FAIL,Kernel execution failed
fp8,37,59,128,s_64x64_k128_v3,5.907714159558728,13.024330139160156,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,41,41,128,s_64x64_k64_v4,6.226625644824397,14.883279800415039,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,43,13,256,s_64x64_k64_v4,8.619619761468599,12.354850769042969,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,47,5,256,s_64x64_k64_v4,8.578506099161945,12.957096099853516,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,47,313,256,s_64x64_k64_v4,11.870741619466896,8.817195892333984,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,51,293,256,s_64x64_k64_v4,11.787485324332744,14.491081237792969,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,59,271,256,s_64x64_k128_mem,12.441902841047956,13.65518569946289,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,61,251,512,s_64x64_k128_mem,13.038051140939643,14.299869537353516,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,63,197,512,s_64x64_k128_mem,12.397928321072115,14.154195785522461,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,67,179,512,r_128x64_k64_v3,9.063807880228657,12.90583610534668,0,0,RUN_FAIL,Kernel execution failed
fp8,71,157,512,r_128x64_k64_v3,8.886899978905832,12.089252471923828,0,0,RUN_FAIL,Kernel execution failed
fp8,73,137,512,r_128x64_k64_v3,8.852180360378476,8.142232894897461,0,0,RUN_FAIL,Kernel execution failed
fp8,77,121,1024,m_128x128_k128_v3,8.984017465626792,11.85154914855957,0,0,RUN_FAIL,Kernel execution failed
fp8,79,99,1024,m_128x128_k128_v3,8.981344003902432,11.364936828613281,0,0,RUN_FAIL,Kernel execution failed
fp8,83,83,1024,m_128x128_k128_v3,8.904197406439557,12.544393539428711,0,0,RUN_FAIL,Kernel execution failed
fp8,89,71,1024,m_128x128_k128_v3,8.934066926550605,11.832714080810547,0,0,RUN_FAIL,Kernel execution failed
fp8,91,59,1024,m_128x128_k128_v3,8.936743469251029,7.110834121704102,0,0,RUN_FAIL,Kernel execution failed
fp8,97,61,128,r_128x64_k64_v3,6.244577860500783,93.6286449432373,0,0,RUN_FAIL,Kernel execution failed
fp8,99,27,128,r_128x64_k64_v3,6.205619642967932,12.715816497802734,0,0,RUN_FAIL,Kernel execution failed
fp8,101,15,128,r_128x64_k64_v3,8.298017970012724,11.753320693969727,0,0,RUN_FAIL,Kernel execution failed
fp8,103,7,128,r_128x64_k64_v3,8.435199883814985,13.283491134643555,0,0,RUN_FAIL,Kernel execution failed
fp8,103,317,256,s_64x64_k128_mem,13.686755447082552,15.729665756225586,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,107,299,256,s_64x64_k128_mem,13.686755447082552,6.870269775390625,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,109,277,256,s_64x64_k128_mem,13.348442235887426,13.352632522583008,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,111,229,256,s_64x64_k128_mem,12.738459707710083,15.08951187133789,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,113,199,256,s_64x64_k128_mem,12.242360194624313,10.675668716430664,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,117,181,512,s_64x64_k64_v4,21.477256873923224,14.323949813842773,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,119,163,512,s_64x64_k128_mem,13.339608162855948,9.365081787109375,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,121,139,512,s_64x64_k128_mem,11.940828122045644,6.940364837646484,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,123,111,512,s_64x64_k128_mem,10.540238935917658,13.25535774230957,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,127,101,512,s_64x64_k128_mem,10.442851728017377,8.405923843383789,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,131,89,1024,s_64x64_k64_v4,5.998286505608239,12.905359268188477,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,137,73,1024,m_128x128_k128_v3,5.955244788901517,11.009693145751953,0,0,RUN_FAIL,Kernel execution failed
fp8,139,61,1024,s_64x64_k128_v3,6.006565835030982,8.333206176757812,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,149,27,1024,s_64x64_k128_v3,5.689122207733265,17.327547073364258,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,151,15,1024,s_64x64_k64_v4,8.239184189475685,13.092279434204102,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,157,17,128,s_64x64_k64_v4,8.046813300898174,13.857364654541016,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,163,9,128,s_64x64_k64_v4,8.30157732488151,11.136770248413086,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,163,331,128,s_64x64_k128_mem,15.28567060849979,9.629249572753906,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,167,307,128,s_64x64_k128_mem,14.191494969443585,10.378599166870117,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,173,257,256,s_64x64_k128_mem,35.791752529666745,14.2364501953125,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,179,233,256,s_64x64_k128_mem,34.816484385411485,14.264345169067383,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,181,211,256,s_64x64_k128_mem,34.51690422201989,12.307405471801758,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,191,191,256,s_64x64_k128_mem,24.859799063327298,16.820907592773438,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,193,167,256,s_64x64_k128_v3,24.279423522685068,9.560108184814453,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,197,123,512,s_64x64_k64_v4,17.19517283218121,11.062860488891602,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,199,113,512,s_64x64_k128_mem,17.39503812197483,8.970975875854492,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,211,103,512,r_128x64_k64_v3,10.046688865783748,13.183355331420898,0,0,RUN_FAIL,Kernel execution failed
fp8,223,91,512,s_64x64_k128_mem,9.428801542499844,13.462543487548828,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,227,77,512,s_64x64_k128_mem,9.60996659472494,10.51783561706543,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,229,43,1024,s_64x64_k128_mem,9.235707847567438,14.281272888183594,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,233,31,1024,s_64x64_k128_mem,7.039538614446806,15.368461608886719,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,239,17,1024,s_64x64_k64_v4,9.446833977327989,13.52834701538086,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,241,9,1024,s_64x64_k64_v4,9.65418576000036,8.810281753540039,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,241,331,1024,s_64x64_k128_mem,53.82582934658853,10.607242584228516,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,251,337,128,s_64x64_k128_mem,52.74036527006035,10.31041145324707,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,257,281,128,s_64x64_k128_v3,38.05488037093662,14.175176620483398,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,263,263,128,s_64x64_k128_v3,42.39049815666801,14.113187789916992,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,269,239,128,s_64x64_k128_mem,32.47080159118552,14.326095581054688,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,271,223,256,s_64x64_k64_v4,32.05842051992054,14.99032974243164,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,277,193,256,s_64x64_k128_mem,33.40717038381884,10.74361801147461,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,281,149,256,s_64x64_k128_mem,32.32011129247818,9.353399276733398,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,283,127,256,s_64x64_k128_mem,21.981140406330265,6.916284561157227,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,293,117,256,s_64x64_k128_mem,21.94087359774223,15.262365341186523,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,299,107,512,s_64x64_k128_mem,25.043643039434702,14.691829681396484,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,307,97,512,s_64x64_k128_mem,24.83007192131841,10.425329208374023,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,311,63,512,s_64x64_k128_mem,10.459596733179719,9.639739990234375,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,313,47,512,s_64x64_k128_mem,10.488894598214195,13.082504272460938,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,317,33,512,s_64x64_k128_mem,7.46662852378099,14.239311218261719,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,331,19,1024,m_128x128_k128_v3,6.047897192883188,16.51597023010254,0,0,RUN_FAIL,Kernel execution failed
fp8,337,11,1024,r_128x64_k64_v3,8.53900063403264,11.613130569458008,0,0,RUN_FAIL,Kernel execution failed
fp8,337,337,1024,s_64x64_k128_mem,58.0964560715018,11.511564254760742,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,11,128,11,s_64x64_k64_v4,7.383069118658227,11.582374572753906,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,19,512,19,s_64x64_k64_v4,9.136937319684913,18.65673065185547,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,33,2048,33,s_64x64_k128_mem,26.735727135040232,12.796401977539062,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,64,51,51,r_64x128_k64_v3,6.706117363312076,14.46986198425293,0,0,RUN_FAIL,Kernel execution failed
fp8,256,67,67,s_64x64_k128_mem,7.350303716918033,20.924806594848633,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,1024,79,79,s_64x64_k128_mem,13.209288492759415,14.400720596313477,0,0,UNSUPPORTED,Problem size not supported by kernel
fp8,99,64,99,r_128x64_k64_v3,6.2227888959755004,13.356924057006836,0,0,RUN_FAIL,Kernel execution failed
