kernel,problem_idx,M,N,K,latency_ms,tflops,non_zero
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,0,1024,1024,1024,0.011428999714553356,187.8977777263794,1048576
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06430289894342422,267.17099020862815,4194302
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06566929817199707,261.6118896078883,4194302
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06429920345544815,267.186345409452,4194302
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06518860161304474,263.5409988693817,4194302
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06587360054254532,260.8005186069062,4194302
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06802080571651459,252.5678577757415,4194302
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06507249921560287,264.0112088991453,4194302
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06832529604434967,251.4422941226426,4194302
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06711550056934357,255.97468600043894,4194302
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.0722431018948555,237.80636120807813,4194302
gemm_fp16_rcr_mem_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06657879799604416,258.0381397846918,4194302
gemm_fp16_rcr_mem_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.0671515017747879,255.83745307167797,4194302
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_False_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06837689876556396,251.25253549305663,4194302
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.07253940403461456,236.83499213478595,4194302
gemm_fp16_rcr_mem_default_interwave_False_False_False_False_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06684299558401108,257.01824153598295,4194302
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06746800243854523,254.63728824117294,4194302
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06148719787597656,279.4056287725592,4194302
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06113060191273689,281.03549853024566,4194302
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06129080057144165,280.3009427813696,4194302
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06085820123553276,282.2934105053591,4194302
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.062136102467775345,276.4877181170113,4194302
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06457170099020004,266.05879852239553,4194302
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.062316399067640305,275.68777145406614,4194302
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06492830067873001,264.59754844050593,4194302
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.0639783963561058,268.5260988471218,4194302
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.0635140985250473,270.4890659390368,4194302
gemm_fp16_rcr_mem_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06338589638471603,271.0361478479068,4194302
gemm_fp16_rcr_mem_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.0639268010854721,268.74282604928067,4194302
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06423120200634003,267.46921507563,4194302
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.07066469639539719,243.11813480202017,4194302
gemm_fp16_rcr_mem_default_interwave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06448359787464142,266.42231125810196,4194302
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06463579833507538,265.79495614703563,4194302
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5000549554824829,274.84769816827566,16777216
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5001654028892517,274.78700581461885,16777216
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.4883522093296051,281.4340773858113,16777216
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.49011486768722534,280.4219225598128,16777216
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5051931142807007,272.05230947711357,16777216
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5309793949127197,258.8404649762194,16777216
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.498070627450943,275.94269948299035,16777216
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5112220644950867,268.84393890107793,16777216
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5133694410324097,267.71938975487893,16777216
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5143668055534363,267.2002780663921,16777216
gemm_fp16_rcr_mem_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5013114213943481,274.15883143002634,16777216
gemm_fp16_rcr_mem_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5268574357032776,260.86554760025183,16777216
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5202658176422119,264.17063895309974,16777216
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5532402992248535,248.42541959536584,16777216
gemm_fp16_rcr_mem_default_interwave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.512620210647583,268.1106804165526,16777216
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5156247019767761,266.5484274610845,16777216
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4630305767059326,296.8247895198646,16777216
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.45201030373573303,304.0615497835054,16777216
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4639962315559387,296.20704679242755,16777216
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4856923222541809,282.9753470965371,16777216
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4763023853302002,288.55398945088086,16777216
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.48439842462539673,283.73121481203543,16777216
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4797794818878174,286.46275770529127,16777216
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4947497844696045,277.79487285545997,16777216
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4661048948764801,294.8670030775411,16777216
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4927343726158142,278.9311262016652,16777216
gemm_fp16_rcr_mem_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4524308145046234,303.7789404828338,16777216
gemm_fp16_rcr_mem_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.48957401514053345,280.73171618911965,16777216
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.48355698585510254,284.2249362377808,16777216
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.5489380955696106,250.37240916826005,16777216
gemm_fp16_rcr_mem_default_interwave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4864974915981293,282.5070135932608,16777216
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.499436616897583,275.1879794592312,16777216
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.015707198530435562,205.07956691056577,3145728
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.01601170003414154,201.17947907663913,3145728
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.015615100041031837,206.28913446187204,3145728
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016103800386190414,200.02889968521444,3145728
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016235999763011932,198.4001921051046,3145728
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.01659660041332245,194.08947566239246,3145728
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.015999700874090195,201.33035594536838,3145728
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016244100406765938,198.30125346050593,3145728
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.01626409962773323,198.05741146022174,3145728
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.017077399417757988,188.6250589565996,3145728
gemm_fp16_rcr_mem_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.015999700874090195,201.33035594536838,3145728
gemm_fp16_rcr_mem_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016336198896169662,197.18329168698347,3145728
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016203999519348145,198.79199997221326,3145728
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016764700412750244,192.14333645653016,3145728
gemm_fp16_rcr_mem_default_interwave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.01707730069756508,188.62614935739168,3145728
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016664599999785423,193.29749721214293,3145728
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015258600004017353,211.10884820048375,3145728
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015591099858283997,206.6066859477185,3145728
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015074299648404121,213.68989254111207,3145728
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015502899885177612,207.78212436757246,3145728
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015599200502038002,206.49939537472792,3145728
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015695199370384216,205.2363525931525,3145728
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.01563120074570179,206.07664915862338,3145728
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.01565920002758503,205.70817578966572,3145728
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015538999810814857,207.2994086632324,3145728
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.01593959890305996,202.0894936936973,3145728
gemm_fp16_rcr_mem_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015519000589847565,207.5665538737917,3145728
gemm_fp16_rcr_mem_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.0159876998513937,201.48148276121128,3145728
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.01588360033929348,202.80197204604835,3145728
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.017217500135302544,187.09019582902397,3145728
gemm_fp16_rcr_mem_default_interwave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.01593570038676262,202.1389329505586,3145728
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.016280099749565125,197.86276015207127,3145728
