kernel,problem_idx,M,N,K,latency_ms,tflops,non_zero
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06756819784641266,254.25969215652412,4194302
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06808499991893768,252.32972320561697,4194302
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.07213500142097473,238.16273439490917,4194302
gemm_fp16_rcr_mem_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06741200387477875,254.8488132160036,4194302
gemm_fp16_rcr_mem_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06672699749469757,257.46504157279355,4194302
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_False_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.0683450996875763,251.36943632438567,4194302
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.07271559536457062,236.2611362509807,4194302
gemm_fp16_rcr_mem_default_interwave_False_False_False_False_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06651850044727325,258.2720456486815,4194302
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_4x1x1_16x16x16,1,2048,2048,2048,0.06719549745321274,255.66994568292463,4194302
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.0601332001388073,285.696905276007,4194302
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06053770333528519,283.7879245079734,4194302
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06017320230603218,285.50697861525924,4194302
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06062589958310127,283.37508065263705,4194302
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06272099912166595,273.90936727067367,4194302
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06503249704837799,264.17360494738205,4194302
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06279320269823074,273.5944090407744,4194302
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06476400047540665,265.26880763833987,4194302
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06350190192461014,270.54101788000065,4194302
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06365829706192017,269.8763551165877,4194302
gemm_fp16_rcr_mem_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06360229849815369,270.11396741422345,4194302
gemm_fp16_rcr_mem_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06385059654712677,269.06356577764944,4194302
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06472399830818176,265.4327549759591,4194302
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06987159699201584,245.87772318934012,4194302
gemm_fp16_rcr_mem_default_interwave_False_False_False_False_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06500039994716644,264.30405348219585,4194302
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,1,2048,2048,2048,0.06425930559635162,267.35223831885605,4194302
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5164353847503662,266.13000876854136,16777216
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.48721837997436523,282.0890161804472,16777216
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.4735662043094635,290.2212029095453,16777216
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.49695292115211487,276.5633274744965,16777216
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.512415885925293,268.2175889684219,16777216
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5172190070152283,265.7268035549077,16777216
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.4918212890625,279.44897166607694,16777216
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5041316151618958,272.6251425986509,16777216
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.47967129945755005,286.52736494225684,16777216
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5491143465042114,250.2920463596846,16777216
gemm_fp16_rcr_mem_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.4984150826931,275.75199516309243,16777216
gemm_fp16_rcr_mem_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5188775062561035,264.87745530476695,16777216
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.512686014175415,268.0762682653859,16777216
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5445393323898315,252.3949057432063,16777216
gemm_fp16_rcr_mem_default_interwave_False_False_False_False_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.4956830143928528,277.2718642383678,16777216
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_4x1x1_16x16x16,2,4096,4096,4096,0.5148354172706604,266.95706795118423,16777216
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4478921890258789,306.85722332179114,16777216
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4633871912956238,296.59635840974096,16777216
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4558880925178528,301.4751991282111,16777216
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4896821975708008,280.6696958839888,16777216
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.47966328263282776,286.53215380091257,16777216
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.48145800828933716,285.46405108169813,16777216
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4806687831878662,285.93276343116065,16777216
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4766348898410797,288.3526917591473,16777216
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4731314182281494,290.4879028890137,16777216
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4894134998321533,280.8237891254232,16777216
gemm_fp16_rcr_mem_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.47277313470840454,290.7080444762775,16777216
gemm_fp16_rcr_mem_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.4811294972896576,285.658963431329,16777216
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.47711148858070374,288.06464895835785,16777216
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.5714434385299683,240.5119110748041,16777216
gemm_fp16_rcr_mem_default_interwave_False_False_False_False_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.46796998381614685,293.6918140587328,16777216
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,2,4096,4096,4096,0.5008988976478577,274.3846195657281,16777216
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016055699437856674,200.6281622589973,3145728
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.015951599925756454,201.93745373458162,3145728
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.01561920065432787,206.23497599459046,3145728
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.01591159962117672,202.4451060038537,3145728
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.017089299857616425,188.49370652036114,3145728
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016664700582623482,193.29633052986367,3145728
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016107900068163872,199.9779895808098,3145728
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016171999275684357,199.18535841411523,3145728
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016260098665952682,198.10614549006291,3145728
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.017077399417757988,188.6250589565996,3145728
gemm_fp16_rcr_mem_default_intrawave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.01600779965519905,201.22849744398212,3145728
gemm_fp16_rcr_mem_default_intrawave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.01674879901111126,192.3257583939612,3145728
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.01641719974577427,196.2104087104826,3145728
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.01681690104305744,191.54691246338902,3145728
gemm_fp16_rcr_mem_default_interwave_False_False_False_False_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.015871498733758926,202.95660328210863,3145728
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_4x1x1_16x16x16,3,1536,2048,512,0.016079800203442574,200.32745626468406,3145728
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.014954100362956524,215.40750655782963,3145728
gemm_fp16_rcr_compv3_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.01519049983471632,212.05526526771828,3145728
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015094399452209473,213.40534164335278,3145728
gemm_fp16_rcr_compv3_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.01511439960449934,213.12295270009187,3145728
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015166500583291054,212.39081845609306,3145728
gemm_fp16_rcr_compv4_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.01547900028526783,208.10294028263618,3145728
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015242600813508034,211.33043575774425,3145728
gemm_fp16_rcr_compv4_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015499000437557697,207.83440099751328,3145728
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015450899489223957,208.48142040187398,3145728
gemm_fp16_rcr_mem_cshuffle_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015867499634623528,203.00775460370298,3145728
gemm_fp16_rcr_mem_default_intrawave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015466900542378426,208.26573903246006,3145728
gemm_fp16_rcr_mem_default_intrawave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.015947699546813965,201.98684221158013,3145728
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.01605979911983013,200.57694669558677,3145728
gemm_fp16_rcr_mem_cshuffle_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.017129400745034218,188.0524321864457,3145728
gemm_fp16_rcr_mem_default_interwave_False_False_False_False_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.016027700155973434,200.97864576031935,3145728
gemm_fp16_rcr_mem_default_interwave_False_False_False_True_64x64x64_2x2x1_16x16x16,3,1536,2048,512,0.016328200697898865,197.27987985929838,3145728
