kernel,problem_idx,N,C,K,G,Hi,Wi,Y,X,stride_h,stride_w,pad_h,pad_w,latency_ms,tflops,non_zero
grouped_conv_forward_bf16_2d_32x64x128_compv4,83,13,256,256,1,662,39,3,3,2,2,0,0,0.581277072429657,165.4169982622804,20866560
grouped_conv_forward_bf16_2d_64x64x128_compv3,83,13,256,256,1,662,39,3,3,2,2,0,0,0.3939914107322693,244.0487428426183,20866560
grouped_conv_forward_bf16_2d_64x64x128_compv4,83,13,256,256,1,662,39,3,3,2,2,0,0,0.7425065040588379,129.49800163956627,20866560
grouped_conv_forward_bf16_2d_128x64x128_compv3,83,13,256,256,1,662,39,3,3,2,2,0,0,0.36192721128463745,265.66974099214787,20866560
grouped_conv_forward_bf16_2d_128x64x128_compv4,83,13,256,256,1,662,39,3,3,2,2,0,0,0.7423545122146606,129.52451544094095,20866560
grouped_conv_forward_bf16_2d_16x64x64_compv3,84,2,64,64,1,200,184,3,3,1,1,1,1,0.04141629859805107,131.02041910271888,4710400
grouped_conv_forward_bf16_2d_16x64x64_compv4,84,2,64,64,1,200,184,3,3,1,1,1,1,0.052016399800777435,104.32057621794304,4710400
grouped_conv_forward_bf16_2d_32x64x64_compv3,84,2,64,64,1,200,184,3,3,1,1,1,1,0.036440201103687286,148.91193340453106,4710400
grouped_conv_forward_bf16_2d_32x64x64_compv4,84,2,64,64,1,200,184,3,3,1,1,1,1,0.04419630020856857,122.7790736869861,4710400
grouped_conv_forward_bf16_2d_64x64x64_compv3,84,2,64,64,1,200,184,3,3,1,1,1,1,0.03264020010828972,166.24839253426782,4710400
grouped_conv_forward_bf16_2d_64x64x64_compv4,84,2,64,64,1,200,184,3,3,1,1,1,1,0.05645240098237991,96.12311798206241,4710400
grouped_conv_forward_bf16_2d_32x128x64_compv3,84,2,64,64,1,200,184,3,3,1,1,1,1,0.04505630210042,120.43555611612027,4710400
grouped_conv_forward_bf16_2d_32x128x64_compv4,84,2,64,64,1,200,184,3,3,1,1,1,1,0.04436830058693886,122.30310217465075,4710400
grouped_conv_forward_bf16_2d_64x128x64_compv3,84,2,64,64,1,200,184,3,3,1,1,1,1,0.04422429949045181,122.70133981820504,4710400
grouped_conv_forward_bf16_2d_64x128x64_compv4,84,2,64,64,1,200,184,3,3,1,1,1,1,0.057060401886701584,95.0988885562803,4710400
grouped_conv_forward_bf16_2d_128x128x64_compv3,84,2,64,64,1,200,184,3,3,1,1,1,1,0.044328298419713974,122.4134693513691,4710400
grouped_conv_forward_bf16_2d_128x128x64_compv4,84,2,64,64,1,200,184,3,3,1,1,1,1,0.056372396647930145,96.25953698385544,4710400
grouped_conv_forward_bf16_2d_16x64x128_compv3,84,2,64,64,1,200,184,3,3,1,1,1,1,0.042996298521757126,126.20576623018201,4710400
grouped_conv_forward_bf16_2d_16x64x128_compv4,84,2,64,64,1,200,184,3,3,1,1,1,1,0.05102840065956116,106.3404051442334,4710400
grouped_conv_forward_bf16_2d_32x64x128_compv3,84,2,64,64,1,200,184,3,3,1,1,1,1,0.03334420174360275,162.7383627812016,4710400
grouped_conv_forward_bf16_2d_32x64x128_compv4,84,2,64,64,1,200,184,3,3,1,1,1,1,0.04424029961228371,122.65696316607489,4710400
grouped_conv_forward_bf16_2d_64x64x128_compv3,84,2,64,64,1,200,184,3,3,1,1,1,1,0.03422030061483383,158.57197927851544,4710400
grouped_conv_forward_bf16_2d_64x64x128_compv4,84,2,64,64,1,200,184,3,3,1,1,1,1,0.05637639760971069,96.25270556601366,4710400
grouped_conv_forward_bf16_2d_128x64x128_compv3,84,2,64,64,1,200,184,3,3,1,1,1,1,0.035380300134420395,153.37294424817054,4710400
grouped_conv_forward_bf16_2d_128x64x128_compv4,84,2,64,64,1,200,184,3,3,1,1,1,1,0.05685650184750557,95.43993428498395,4710400
grouped_conv_forward_bf16_2d_16x64x64_compv3,85,4,256,512,1,153,153,3,3,2,2,1,1,0.3907504081726074,143.19387201070734,12142592
grouped_conv_forward_bf16_2d_16x64x64_compv4,85,4,256,512,1,153,153,3,3,2,2,1,1,2.9267184734344482,19.118020555745545,12142592
grouped_conv_forward_bf16_2d_32x64x64_compv3,85,4,256,512,1,153,153,3,3,2,2,1,1,0.30879849195480347,181.1960401159907,12142592
grouped_conv_forward_bf16_2d_32x64x64_compv4,85,4,256,512,1,153,153,3,3,2,2,1,1,0.34055081009864807,164.30166153412455,12142592
grouped_conv_forward_bf16_2d_64x64x64_compv3,85,4,256,512,1,153,153,3,3,2,2,1,1,0.24150200188159943,231.68778519455904,12142592
grouped_conv_forward_bf16_2d_64x64x64_compv4,85,4,256,512,1,153,153,3,3,2,2,1,1,0.4572598934173584,122.36599960217706,12142592
grouped_conv_forward_bf16_2d_32x128x64_compv3,85,4,256,512,1,153,153,3,3,2,2,1,1,0.23270198702812195,240.44944630936087,12142592
grouped_conv_forward_bf16_2d_32x128x64_compv4,85,4,256,512,1,153,153,3,3,2,2,1,1,0.3416948914527893,163.7515378064434,12142592
grouped_conv_forward_bf16_2d_64x128x64_compv3,85,4,256,512,1,153,153,3,3,2,2,1,1,0.1790975034236908,312.41677224071566,12142592
grouped_conv_forward_bf16_2d_64x128x64_compv4,85,4,256,512,1,153,153,3,3,2,2,1,1,0.4472959041595459,125.0918316391337,12142592
grouped_conv_forward_bf16_2d_128x128x64_compv3,85,4,256,512,1,153,153,3,3,2,2,1,1,0.15907339751720428,351.7436907069801,12142592
grouped_conv_forward_bf16_2d_128x128x64_compv4,85,4,256,512,1,153,153,3,3,2,2,1,1,0.4485918879508972,124.73044082804415,12142592
grouped_conv_forward_bf16_2d_16x64x128_compv3,85,4,256,512,1,153,153,3,3,2,2,1,1,0.3498989939689636,159.91204576302124,12142592
grouped_conv_forward_bf16_2d_16x64x128_compv4,85,4,256,512,1,153,153,3,3,2,2,1,1,0.4171195924282074,134.14153866586923,12142592
grouped_conv_forward_bf16_2d_32x64x128_compv3,85,4,256,512,1,153,153,3,3,2,2,1,1,0.24253809452056885,230.69804373042442,12142592
grouped_conv_forward_bf16_2d_32x64x128_compv4,85,4,256,512,1,153,153,3,3,2,2,1,1,0.34724700450897217,161.13332356925855,12142592
grouped_conv_forward_bf16_2d_64x64x128_compv3,85,4,256,512,1,153,153,3,3,2,2,1,1,0.22744600474834442,246.00592126429638,12142592
grouped_conv_forward_bf16_2d_64x64x128_compv4,85,4,256,512,1,153,153,3,3,2,2,1,1,0.45619601011276245,122.65136628917367,12142592
grouped_conv_forward_bf16_2d_128x64x128_compv3,85,4,256,512,1,153,153,3,3,2,2,1,1,0.20969779789447784,266.82714123758313,12142592
grouped_conv_forward_bf16_2d_128x64x128_compv4,85,4,256,512,1,153,153,3,3,2,2,1,1,0.44837188720703125,124.79164178766683,12142592
grouped_conv_forward_bf16_2d_16x64x64_compv3,86,2,512,256,1,99,87,1,1,2,2,0,0,0.014652000740170479,78.72191794515153,1126400
grouped_conv_forward_bf16_2d_16x64x64_compv4,86,2,512,256,1,99,87,1,1,2,2,0,0,0.015040099620819092,76.6905558526602,1126400
grouped_conv_forward_bf16_2d_32x64x64_compv3,86,2,512,256,1,99,87,1,1,2,2,0,0,0.013896100223064423,83.00412212669262,1126400
grouped_conv_forward_bf16_2d_32x64x64_compv4,86,2,512,256,1,99,87,1,1,2,2,0,0,0.015720101073384285,73.37316691639339,1126400
grouped_conv_forward_bf16_2d_64x64x64_compv3,86,2,512,256,1,99,87,1,1,2,2,0,0,0.015180100686848164,75.98326412942171,1126400
grouped_conv_forward_bf16_2d_64x64x64_compv4,86,2,512,256,1,99,87,1,1,2,2,0,0,0.021856099367141724,52.77399139821181,1126400
grouped_conv_forward_bf16_2d_32x128x64_compv3,86,2,512,256,1,99,87,1,1,2,2,0,0,0.013660100288689137,84.43815020560781,1126400
grouped_conv_forward_bf16_2d_32x128x64_compv4,86,2,512,256,1,99,87,1,1,2,2,0,0,0.01597609929740429,72.1974481084631,1126400
grouped_conv_forward_bf16_2d_64x128x64_compv3,86,2,512,256,1,99,87,1,1,2,2,0,0,0.01381209958344698,83.5089258538452,1126400
grouped_conv_forward_bf16_2d_64x128x64_compv4,86,2,512,256,1,99,87,1,1,2,2,0,0,0.022244200110435486,51.853228898929316,1126400
grouped_conv_forward_bf16_2d_128x128x64_compv3,86,2,512,256,1,99,87,1,1,2,2,0,0,0.014948099851608276,77.16255654232208,1126400
grouped_conv_forward_bf16_2d_128x128x64_compv4,86,2,512,256,1,99,87,1,1,2,2,0,0,0.022212199866771698,51.92793180856782,1126400
grouped_conv_forward_bf16_2d_16x64x128_compv3,86,2,512,256,1,99,87,1,1,2,2,0,0,0.013576099649071693,84.96060207387102,1126400
grouped_conv_forward_bf16_2d_16x64x128_compv4,86,2,512,256,1,99,87,1,1,2,2,0,0,0.014704098924994469,78.4429978255491,1126400
grouped_conv_forward_bf16_2d_32x64x128_compv3,86,2,512,256,1,99,87,1,1,2,2,0,0,0.011560100130736828,99.77712882721211,1126400
grouped_conv_forward_bf16_2d_32x64x128_compv4,86,2,512,256,1,99,87,1,1,2,2,0,0,0.015664100646972656,73.63548192107153,1126400
grouped_conv_forward_bf16_2d_64x64x128_compv3,86,2,512,256,1,99,87,1,1,2,2,0,0,0.013004099950194359,88.69768799206751,1126400
grouped_conv_forward_bf16_2d_64x64x128_compv4,86,2,512,256,1,99,87,1,1,2,2,0,0,0.02175610139966011,53.01655746180792,1126400
grouped_conv_forward_bf16_2d_128x64x128_compv3,86,2,512,256,1,99,87,1,1,2,2,0,0,0.012000100687146187,96.11866017386765,1126400
grouped_conv_forward_bf16_2d_128x64x128_compv4,86,2,512,256,1,99,87,1,1,2,2,0,0,0.02252819947898388,51.19954664268735,1126400
grouped_conv_forward_bf16_2d_16x64x64_compv3,87,8,256,256,1,112,112,2,2,2,2,0,0,0.09121239930391312,144.20558437646216,6422528
grouped_conv_forward_bf16_2d_16x64x64_compv4,87,8,256,256,1,112,112,2,2,2,2,0,0,0.10553280264139175,124.63743039873593,6422528
grouped_conv_forward_bf16_2d_32x64x64_compv3,87,8,256,256,1,112,112,2,2,2,2,0,0,0.07881660014390945,166.88536831052872,6422528
grouped_conv_forward_bf16_2d_32x64x64_compv4,87,8,256,256,1,112,112,2,2,2,2,0,0,0.09486470371484756,138.65364913316364,6422528
grouped_conv_forward_bf16_2d_64x64x64_compv3,87,8,256,256,1,112,112,2,2,2,2,0,0,0.06819649785757065,192.87408821888377,6422528
grouped_conv_forward_bf16_2d_64x64x64_compv4,87,8,256,256,1,112,112,2,2,2,2,0,0,0.12768110632896423,103.01710035399489,6422528
grouped_conv_forward_bf16_2d_32x128x64_compv3,87,8,256,256,1,112,112,2,2,2,2,0,0,0.06505650281906128,202.1832833618921,6422528
grouped_conv_forward_bf16_2d_32x128x64_compv4,87,8,256,256,1,112,112,2,2,2,2,0,0,0.09312880039215088,141.23812707361571,6422528
grouped_conv_forward_bf16_2d_64x128x64_compv3,87,8,256,256,1,112,112,2,2,2,2,0,0,0.056104399263858795,234.44395656283388,6422528
grouped_conv_forward_bf16_2d_64x128x64_compv4,87,8,256,256,1,112,112,2,2,2,2,0,0,0.12882909178733826,102.09912343178338,6422528
grouped_conv_forward_bf16_2d_128x128x64_compv3,87,8,256,256,1,112,112,2,2,2,2,0,0,0.0527724027633667,249.2465124807757,6422528
grouped_conv_forward_bf16_2d_128x128x64_compv4,87,8,256,256,1,112,112,2,2,2,2,0,0,0.12927310168743134,101.74844706521684,6422528
grouped_conv_forward_bf16_2d_16x64x128_compv3,87,8,256,256,1,112,112,2,2,2,2,0,0,0.0870966985821724,151.01993023983948,6422528
grouped_conv_forward_bf16_2d_16x64x128_compv4,87,8,256,256,1,112,112,2,2,2,2,0,0,0.10470090061426163,125.62773831773845,6422528
grouped_conv_forward_bf16_2d_32x64x128_compv3,87,8,256,256,1,112,112,2,2,2,2,0,0,0.06865660101175308,191.5815398689534,6422528
grouped_conv_forward_bf16_2d_32x64x128_compv4,87,8,256,256,1,112,112,2,2,2,2,0,0,0.09356480091810226,140.57997467993528,6422528
grouped_conv_forward_bf16_2d_64x64x128_compv3,87,8,256,256,1,112,112,2,2,2,2,0,0,0.067112497985363,195.98938705676989,6422528
grouped_conv_forward_bf16_2d_64x64x128_compv4,87,8,256,256,1,112,112,2,2,2,2,0,0,0.12664109468460083,103.86310523261298,6422528
grouped_conv_forward_bf16_2d_128x64x128_compv3,87,8,256,256,1,112,112,2,2,2,2,0,0,0.0690046027302742,190.61536221596523,6422528
grouped_conv_forward_bf16_2d_128x64x128_compv4,87,8,256,256,1,112,112,2,2,2,2,0,0,0.12886910140514374,102.06742501174135,6422528
grouped_conv_forward_bf16_2d_16x64x64_compv3,88,2,256,256,1,304,184,3,3,1,1,1,1,0.8538826107978821,154.55236983065558,28639232
grouped_conv_forward_bf16_2d_16x64x64_compv4,88,2,256,256,1,304,184,3,3,1,1,1,1,0.9195473790168762,143.5158036088296,28639232
grouped_conv_forward_bf16_2d_32x64x64_compv3,88,2,256,256,1,304,184,3,3,1,1,1,1,0.688489556312561,191.67985896955037,28639232
grouped_conv_forward_bf16_2d_32x64x64_compv4,88,2,256,256,1,304,184,3,3,1,1,1,1,0.7798386216163635,169.22678282138426,28639232
grouped_conv_forward_bf16_2d_64x64x64_compv3,88,2,256,256,1,304,184,3,3,1,1,1,1,0.562228798866272,234.7257581292797,28639232
grouped_conv_forward_bf16_2d_64x64x64_compv4,88,2,256,256,1,304,184,3,3,1,1,1,1,1.0247247219085693,128.78539790686824,28639232
grouped_conv_forward_bf16_2d_32x128x64_compv3,88,2,256,256,1,304,184,3,3,1,1,1,1,0.5214484930038452,253.08267801442634,28639232
grouped_conv_forward_bf16_2d_32x128x64_compv4,88,2,256,256,1,304,184,3,3,1,1,1,1,0.769318699836731,171.5408465750375,28639232
grouped_conv_forward_bf16_2d_64x128x64_compv3,88,2,256,256,1,304,184,3,3,1,1,1,1,0.42099159955978394,313.4731932751056,28639232
grouped_conv_forward_bf16_2d_64x128x64_compv4,88,2,256,256,1,304,184,3,3,1,1,1,1,1.0159049034118652,129.90347877324623,28639232
grouped_conv_forward_bf16_2d_128x128x64_compv3,88,2,256,256,1,304,184,3,3,1,1,1,1,0.390055388212204,338.3354904052854,28639232
grouped_conv_forward_bf16_2d_128x128x64_compv4,88,2,256,256,1,304,184,3,3,1,1,1,1,1.014196753501892,130.1222673020061,28639232
grouped_conv_forward_bf16_2d_16x64x128_compv3,88,2,256,256,1,304,184,3,3,1,1,1,1,0.7659747004508972,172.28973878421186,28639232
grouped_conv_forward_bf16_2d_16x64x128_compv4,88,2,256,256,1,304,184,3,3,1,1,1,1,0.9185959696769714,143.66444597226757,28639232
grouped_conv_forward_bf16_2d_32x64x128_compv3,88,2,256,256,1,304,184,3,3,1,1,1,1,0.5857130885124207,225.31437941940655,28639232
grouped_conv_forward_bf16_2d_32x64x128_compv4,88,2,256,256,1,304,184,3,3,1,1,1,1,0.7827109098434448,168.60577691755455,28639232
grouped_conv_forward_bf16_2d_64x64x128_compv3,88,2,256,256,1,304,184,3,3,1,1,1,1,0.5265285968780518,250.64086136724157,28639232
grouped_conv_forward_bf16_2d_64x64x128_compv4,88,2,256,256,1,304,184,3,3,1,1,1,1,1.0149409770965576,130.02685282598944,28639232
grouped_conv_forward_bf16_2d_128x64x128_compv3,88,2,256,256,1,304,184,3,3,1,1,1,1,0.4686841070652008,281.5746876555409,28639232
grouped_conv_forward_bf16_2d_128x64x128_compv4,88,2,256,256,1,304,184,3,3,1,1,1,1,1.0150089263916016,130.018148239501,28639232
grouped_conv_forward_bf16_2d_16x64x64_compv3,89,8,128,256,1,39,175,5,5,2,2,1,1,0.14713670313358307,147.25218887315697,3385344
grouped_conv_forward_bf16_2d_16x64x64_compv4,89,8,128,256,1,39,175,5,5,2,2,1,1,0.15091700851917267,143.56368319643377,3385344
grouped_conv_forward_bf16_2d_32x64x64_compv3,89,8,128,256,1,39,175,5,5,2,2,1,1,0.12920090556144714,167.69388345885616,3385344
grouped_conv_forward_bf16_2d_32x64x64_compv4,89,8,128,256,1,39,175,5,5,2,2,1,1,0.1394731104373932,155.3432165673651,3385344
grouped_conv_forward_bf16_2d_64x64x64_compv3,89,8,128,256,1,39,175,5,5,2,2,1,1,0.1215129941701889,178.30357771988326,3385344
grouped_conv_forward_bf16_2d_64x64x64_compv4,89,8,128,256,1,39,175,5,5,2,2,1,1,0.18966150283813477,114.23615902954677,3385344
grouped_conv_forward_bf16_2d_32x128x64_compv3,89,8,128,256,1,39,175,5,5,2,2,1,1,0.1116848960518837,193.9940167910876,3385344
grouped_conv_forward_bf16_2d_32x128x64_compv4,89,8,128,256,1,39,175,5,5,2,2,1,1,0.1398290991783142,154.94773067493352,3385344
grouped_conv_forward_bf16_2d_64x128x64_compv3,89,8,128,256,1,39,175,5,5,2,2,1,1,0.0804205983877182,269.41109658926456,3385344
grouped_conv_forward_bf16_2d_64x128x64_compv4,89,8,128,256,1,39,175,5,5,2,2,1,1,0.19218160212039948,112.73816723843515,3385344
grouped_conv_forward_bf16_2d_128x128x64_compv3,89,8,128,256,1,39,175,5,5,2,2,1,1,0.06960450112819672,311.2758693593027,3385344
grouped_conv_forward_bf16_2d_128x128x64_compv4,89,8,128,256,1,39,175,5,5,2,2,1,1,0.18955358862876892,114.30119448929113,3385344
grouped_conv_forward_bf16_2d_16x64x128_compv3,89,8,128,256,1,39,175,5,5,2,2,1,1,0.12763699889183044,169.7485978839226,3385344
grouped_conv_forward_bf16_2d_16x64x128_compv4,89,8,128,256,1,39,175,5,5,2,2,1,1,0.15087729692459106,143.6014698144336,3385344
grouped_conv_forward_bf16_2d_32x64x128_compv3,89,8,128,256,1,39,175,5,5,2,2,1,1,0.10499279201030731,206.35894317271794,3385344
grouped_conv_forward_bf16_2d_32x64x128_compv4,89,8,128,256,1,39,175,5,5,2,2,1,1,0.1412251889705658,153.4159859011814,3385344
grouped_conv_forward_bf16_2d_64x64x128_compv3,89,8,128,256,1,39,175,5,5,2,2,1,1,0.10088479518890381,214.7618138038609,3385344
grouped_conv_forward_bf16_2d_64x64x128_compv4,89,8,128,256,1,39,175,5,5,2,2,1,1,0.1924816071987152,112.56245163015565,3385344
grouped_conv_forward_bf16_2d_128x64x128_compv3,89,8,128,256,1,39,175,5,5,2,2,1,1,0.08710470050573349,248.73745589164693,3385344
grouped_conv_forward_bf16_2d_128x64x128_compv4,89,8,128,256,1,39,175,5,5,2,2,1,1,0.19204160571098328,112.82035223454113,3385344
grouped_conv_forward_bf16_2d_16x64x64_compv3,90,2,256,256,1,160,264,3,3,1,1,1,1,0.6716634035110474,148.3729238768342,21626880
grouped_conv_forward_bf16_2d_16x64x64_compv4,90,2,256,256,1,160,264,3,3,1,1,1,1,0.7051336765289307,141.33017094087296,21626880
grouped_conv_forward_bf16_2d_32x64x64_compv3,90,2,256,256,1,160,264,3,3,1,1,1,1,0.5222522020339966,190.8209532709883,21626880
grouped_conv_forward_bf16_2d_32x64x64_compv4,90,2,256,256,1,160,264,3,3,1,1,1,1,0.5942249894142151,167.70863698990712,21626880
grouped_conv_forward_bf16_2d_64x64x64_compv3,90,2,256,256,1,160,264,3,3,1,1,1,1,0.4428997039794922,225.0095498926196,21626880
grouped_conv_forward_bf16_2d_64x64x64_compv4,90,2,256,256,1,160,264,3,3,1,1,1,1,0.7653264999389648,130.21457253596688,21626880
grouped_conv_forward_bf16_2d_32x128x64_compv3,90,2,256,256,1,160,264,3,3,1,1,1,1,0.4010273814201355,248.50338819033135,21626880
grouped_conv_forward_bf16_2d_32x128x64_compv4,90,2,256,256,1,160,264,3,3,1,1,1,1,0.5881851315498352,169.43077560871052,21626880
grouped_conv_forward_bf16_2d_64x128x64_compv3,90,2,256,256,1,160,264,3,3,1,1,1,1,0.3363429009914398,296.29483109719723,21626880
grouped_conv_forward_bf16_2d_64x128x64_compv4,90,2,256,256,1,160,264,3,3,1,1,1,1,0.766614556312561,129.99578760851026,21626880
grouped_conv_forward_bf16_2d_128x128x64_compv3,90,2,256,256,1,160,264,3,3,1,1,1,1,0.31615468859672546,315.2148825700894,21626880
grouped_conv_forward_bf16_2d_128x128x64_compv4,90,2,256,256,1,160,264,3,3,1,1,1,1,0.7653826475143433,130.20502014730147,21626880
grouped_conv_forward_bf16_2d_16x64x128_compv3,90,2,256,256,1,160,264,3,3,1,1,1,1,0.603789210319519,165.05207667964572,21626880
grouped_conv_forward_bf16_2d_16x64x128_compv4,90,2,256,256,1,160,264,3,3,1,1,1,1,3.0735960006713867,32.42347498442584,21626880
grouped_conv_forward_bf16_2d_32x64x128_compv3,90,2,256,256,1,160,264,3,3,1,1,1,1,0.4468598961830139,223.01545493620458,21626880
grouped_conv_forward_bf16_2d_32x64x128_compv4,90,2,256,256,1,160,264,3,3,1,1,1,1,0.58737713098526,169.66384590567392,21626880
grouped_conv_forward_bf16_2d_64x64x128_compv3,90,2,256,256,1,160,264,3,3,1,1,1,1,0.40210747718811035,247.8358864075027,21626880
grouped_conv_forward_bf16_2d_64x64x128_compv4,90,2,256,256,1,160,264,3,3,1,1,1,1,0.7637706995010376,130.4798195389068,21626880
grouped_conv_forward_bf16_2d_128x64x128_compv3,90,2,256,256,1,160,264,3,3,1,1,1,1,0.35983508825302124,276.95093195004245,21626880
grouped_conv_forward_bf16_2d_128x64x128_compv4,90,2,256,256,1,160,264,3,3,1,1,1,1,0.7650347352027893,130.26423305287415,21626880
grouped_conv_forward_bf16_2d_16x64x64_compv3,91,2,128,256,1,40,28,3,3,2,2,1,1,0.013899999670684338,23.76269408816024,143360
grouped_conv_forward_bf16_2d_16x64x64_compv4,91,2,128,256,1,40,28,3,3,2,2,1,1,0.011184100061655045,29.533126329265098,143360
grouped_conv_forward_bf16_2d_32x64x64_compv3,91,2,128,256,1,40,28,3,3,2,2,1,1,0.017312100157141685,19.079224184348437,143360
grouped_conv_forward_bf16_2d_32x64x64_compv4,91,2,128,256,1,40,28,3,3,2,2,1,1,0.013908100314438343,23.74885372786001,143360
grouped_conv_forward_bf16_2d_64x64x64_compv3,91,2,128,256,1,40,28,3,3,2,2,1,1,0.02138420008122921,15.446050763897153,143360
grouped_conv_forward_bf16_2d_64x64x64_compv4,91,2,128,256,1,40,28,3,3,2,2,1,1,0.01972009986639023,16.749481099887646,143360
grouped_conv_forward_bf16_2d_32x128x64_compv3,91,2,128,256,1,40,28,3,3,2,2,1,1,0.020736100152134895,15.92881195483586,143360
grouped_conv_forward_bf16_2d_32x128x64_compv4,91,2,128,256,1,40,28,3,3,2,2,1,1,0.013928000815212727,23.71492107031121,143360
grouped_conv_forward_bf16_2d_64x128x64_compv3,91,2,128,256,1,40,28,3,3,2,2,1,1,0.024576200172305107,13.439890531662268,143360
grouped_conv_forward_bf16_2d_64x128x64_compv4,91,2,128,256,1,40,28,3,3,2,2,1,1,0.019752100110054016,16.72234537895407,143360
grouped_conv_forward_bf16_2d_128x128x64_compv3,91,2,128,256,1,40,28,3,3,2,2,1,1,0.024740200489759445,13.350798839998067,143360
grouped_conv_forward_bf16_2d_128x128x64_compv4,91,2,128,256,1,40,28,3,3,2,2,1,1,0.020356200635433197,16.226084912184348,143360
grouped_conv_forward_bf16_2d_16x64x128_compv3,91,2,128,256,1,40,28,3,3,2,2,1,1,0.011359999887645245,29.07583127348661,143360
grouped_conv_forward_bf16_2d_16x64x128_compv4,91,2,128,256,1,40,28,3,3,2,2,1,1,0.010831999592483044,30.49311783848436,143360
grouped_conv_forward_bf16_2d_32x64x128_compv3,91,2,128,256,1,40,28,3,3,2,2,1,1,0.01326810009777546,24.894403687486395,143360
grouped_conv_forward_bf16_2d_32x64x128_compv4,91,2,128,256,1,40,28,3,3,2,2,1,1,0.013936099596321583,23.701139455632383,143360
grouped_conv_forward_bf16_2d_64x64x128_compv3,91,2,128,256,1,40,28,3,3,2,2,1,1,0.017704099416732788,18.65677729350187,143360
grouped_conv_forward_bf16_2d_64x64x128_compv4,91,2,128,256,1,40,28,3,3,2,2,1,1,0.019676199182868004,16.786851816767147,143360
grouped_conv_forward_bf16_2d_128x64x128_compv3,91,2,128,256,1,40,28,3,3,2,2,1,1,0.01746010035276413,18.917499517562028,143360
grouped_conv_forward_bf16_2d_128x64x128_compv4,91,2,128,256,1,40,28,3,3,2,2,1,1,0.019732099026441574,16.73929568047407,143360
grouped_conv_forward_bf16_2d_16x64x64_compv3,92,2,64,256,1,312,176,1,1,1,1,0,0,0.05346829816699028,67.30554282391088,28114944
grouped_conv_forward_bf16_2d_16x64x64_compv4,92,2,64,256,1,312,176,1,1,1,1,0,0,0.11317680031061172,31.797266066220253,28114944
grouped_conv_forward_bf16_2d_32x64x64_compv3,92,2,64,256,1,312,176,1,1,1,1,0,0,0.0446523018181324,80.59411688690672,28114944
grouped_conv_forward_bf16_2d_32x64x64_compv4,92,2,64,256,1,312,176,1,1,1,1,0,0,0.10242079198360443,35.136545639835354,28114944
grouped_conv_forward_bf16_2d_64x64x64_compv3,92,2,64,256,1,312,176,1,1,1,1,0,0,0.03743629902601242,96.12896909225596,28114944
grouped_conv_forward_bf16_2d_64x64x64_compv4,92,2,64,256,1,312,176,1,1,1,1,0,0,0.13310110569000244,27.037437543017408,28114944
grouped_conv_forward_bf16_2d_32x128x64_compv3,92,2,64,256,1,312,176,1,1,1,1,0,0,0.031960200518369675,112.59982020236632,28114944
grouped_conv_forward_bf16_2d_32x128x64_compv4,92,2,64,256,1,312,176,1,1,1,1,0,0,0.10397280752658844,34.61205787945776,28114944
grouped_conv_forward_bf16_2d_64x128x64_compv3,92,2,64,256,1,312,176,1,1,1,1,0,0,0.03205220028758049,112.27662374849257,28114944
grouped_conv_forward_bf16_2d_64x128x64_compv4,92,2,64,256,1,312,176,1,1,1,1,0,0,0.13316909968852997,27.02363266266012,28114944
grouped_conv_forward_bf16_2d_128x128x64_compv3,92,2,64,256,1,312,176,1,1,1,1,0,0,0.03780429810285568,95.19321909399922,28114944
grouped_conv_forward_bf16_2d_128x128x64_compv4,92,2,64,256,1,312,176,1,1,1,1,0,0,0.1319091022014618,27.28176275890171,28114944
grouped_conv_forward_bf16_2d_16x64x128_compv3,92,2,64,256,1,312,176,1,1,1,1,0,0,0.07490859925746918,48.04138466974698,28114944
grouped_conv_forward_bf16_2d_16x64x128_compv4,92,2,64,256,1,312,176,1,1,1,1,0,0,0.11089290678501129,32.45214627637857,28114944
grouped_conv_forward_bf16_2d_32x64x128_compv3,92,2,64,256,1,312,176,1,1,1,1,0,0,0.05926449969410896,60.72290917116644,28114944
grouped_conv_forward_bf16_2d_32x64x128_compv4,92,2,64,256,1,312,176,1,1,1,1,0,0,0.10274489969015121,35.025707775789094,28114944
grouped_conv_forward_bf16_2d_64x64x128_compv3,92,2,64,256,1,312,176,1,1,1,1,0,0,0.05714450031518936,62.975663662307674,28114944
grouped_conv_forward_bf16_2d_64x64x128_compv4,92,2,64,256,1,312,176,1,1,1,1,0,0,0.13126909732818604,27.41477548979295,28114944
grouped_conv_forward_bf16_2d_128x64x128_compv3,92,2,64,256,1,312,176,1,1,1,1,0,0,0.06617649644613266,54.38052821260089,28114944
grouped_conv_forward_bf16_2d_128x64x128_compv4,92,2,64,256,1,312,176,1,1,1,1,0,0,0.13291709125041962,27.074868988969385,28114944
grouped_conv_forward_bf16_2d_16x64x64_compv3,93,2,256,128,1,183,287,1,1,2,2,0,0,0.01910809986293316,90.87464836670841,3391488
grouped_conv_forward_bf16_2d_16x64x64_compv4,93,2,256,128,1,183,287,1,1,2,2,0,0,0.01934809982776642,89.74741041536471,3391488
grouped_conv_forward_bf16_2d_32x64x64_compv3,93,2,256,128,1,183,287,1,1,2,2,0,0,0.016860101372003555,102.99118716352365,3391488
